Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
76853-8,,Philip,Regular,FALSE,76853,Regular,8,14,0,11830,BL11E-10FT,TB4DILED-400-400-80-35-SL-SO-10-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 6'-4' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),22.02.2019,174.3,Scheduled/Released,Need on site by 03/01/2019 (Cranston RI 02921 - United States),,,,FALSE,,A - Regular,18,14,56,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,2.905,2:38:37,12.45,845,14,174.3,11830,- ,Scheduled/Released,0,14,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-10-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 6'-4' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),TB4DILED,
76853-9,,Philip,Regular,FALSE,76853,Regular,9,1,0,825,BL11-10FT,TB4DILED-400-400-80-35-SL-SO-10-W-UNV-DP-1-CT9(48),22.02.2019,12.45,Scheduled/Released,Need on site by 03/01/2019 (Cranston RI 02921 - United States),,,,FALSE,,A - Regular,18,1,4,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.2075,0:11:20,12.45,825,1,12.45,825,- ,Scheduled/Released,0,1,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-10-W-UNV-DP-1-CT9(48),TB4DILED,
76853-10,,Philip,Regular,FALSE,76853,Regular,10,8,0,8080,BL11E-12FT,TB4DILED-400-400-80-35-SL-SO-12-W-UNV-DP-2-CT9(48),22.02.2019,99.6,Scheduled/Released,Need on site by 03/01/2019 (Cranston RI 02921 - United States),,,,FALSE,,A - Regular,18,8,40,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.66,1:30:38,12.45,1010,8,99.6,8080,- ,Scheduled/Released,0,8,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-12-W-UNV-DP-2-CT9(48),TB4DILED,
76853-11,,Philip,Regular,FALSE,76853,Regular,11,4,0,4700,BL11E-14FT,TB4DILED-400-400-80-35-SL-SO-14-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 8'-6' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),22.02.2019,82.56,Scheduled/Released,Need on site by 03/01/2019 (Cranston RI 02921 - United States),,,,FALSE,,A - Regular,18,8,28,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.376,1:15:08,10.32,587.5,8,82.56,4700,- ,Scheduled/Released,0,8,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-14-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 8'-6' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),TB4DILED,
76853-12,,Philip,Regular,FALSE,76853,Regular,12,3,0,4515,BL11E-18FT,TB4DILED-400-400-80-35-SL-SO-18-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 2'-16' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),22.02.2019,72.6,Scheduled/Released,Need on site by 03/01/2019 (Cranston RI 02921 - United States),,,,FALSE,,A - Regular,18,6,30,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.21,1:06:04,12.1,752.5,6,72.6,4515,- ,Scheduled/Released,0,6,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-18-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 2'-16' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),TB4DILED,
76853-13,,Philip,Regular,FALSE,76853,Regular,13,2,0,3670,BL11E-22FT,TB4DILED-400-400-80-35-SL-SO-22-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 8'-14' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),22.02.2019,54.8,Scheduled/Released,Need on site by 03/01/2019 (Cranston RI 02921 - United States),,,,FALSE,,A - Regular,18,4,12,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.913333333,0:49:52,13.7,917.5,4,54.8,3670,- ,Scheduled/Released,0,4,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-22-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 8'-14' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),TB4DILED,
76853-14,,Philip,Regular,FALSE,76853,Regular,14,3,0,5940,BL11-24FT,TB4DILED-400-400-80-35-SL-SO-24-W-UNV-DP-1-CT9(48),22.02.2019,76.02,Scheduled/Released,Need on site by 03/01/2019 (Cranston RI 02921 - United States),,,,FALSE,,A - Regular,18,6,24,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.267,1:09:11,12.67,990,6,76.02,5940,- ,Scheduled/Released,0,6,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-24-W-UNV-DP-1-CT9(48),TB4DILED,
76853-15,,Philip,Regular,FALSE,76853,Regular,15,4,0,9320,BL11E-28FT,TB4DILED-400-400-80-35-SL-SO-28-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 8'-20' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),22.02.2019,136.2,Scheduled/Released,Need on site by 03/01/2019 (Cranston RI 02921 - United States),,,,FALSE,,A - Regular,18,12,24,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,2.27,2:03:57,11.35,776.6666667,12,136.2,9320,- ,Scheduled/Released,0,12,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-28-W-UNV-DP-2-CT9(48)-C(2 CIRCUIT SPLIT 8'-20' FEED ON EACH END - 5 CONDUCTOR CABLE EACH END),TB4DILED,
76853-16,,Philip,Regular,FALSE,76853,Regular,16,13,0,6435,BL11A-6FT,TB4DILED-400-400-80-35-SL-SO-6-W-UNV-DP-1-CT9(48),22.02.2019,120.77,Scheduled/Released,Need on site by 03/01/2019 (Cranston RI 02921 - United States),,,,FALSE,,A - Regular,18,13,39,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,2.012833333,1:49:54,9.29,495,13,120.77,6435,- ,Scheduled/Released,0,13,FALSE,FALSE,,,TB4DILED-400-400-80-35-SL-SO-6-W-UNV-DP-1-CT9(48),TB4DILED,
77693-1,,Philip,Regular,FALSE,77693,Regular,1,13,0,3890.77,LT2A,"SCD-500-80-40-FL-4'0""-BLK-UNV-DP-1-CA(12)",05.02.2019,58.5,Machine Shop Finished,,,,,FALSE,,A - Regular,18,13,13,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,1,#REF!,Complete,0,FALSE,0,0.975,0:53:14,4.5,299.29,13,58.5,3890.77,01.02.2019,Machine Shop Finished,0,13,TRUE,TRUE,,Done,"SCD-500-80-40-FL-4'0""-BLK-UNV-DP-1-CA(12)",SCD,
77693-2,,Philip,Regular,FALSE,77693,Regular,2,3,0,1336.05,LT2B,"SCD-500-80-40-FL-6'0""-BLK-UNV-DP-1-CA(12)",05.02.2019,21,Machine Shop Finished,,,,,FALSE,,A - Regular,18,3,3,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,0,#REF!,Complete,0,FALSE,0,0.35,0:19:07,7,445.35,3,21,1336.05,01.02.2019,Machine Shop Finished,0,3,TRUE,TRUE,,Done,"SCD-500-80-40-FL-6'0""-BLK-UNV-DP-1-CA(12)",SCD,
77693-3,,Philip,Regular,FALSE,77693,Regular,3,6,0,3591.42,LT2C,"SCD-500-80-40-FL-8'0""-BLK-UNV-DP-1-CA(12)",05.02.2019,42,Machine Shop Finished,,,,,FALSE,,A - Regular,18,6,6,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,0,#REF!,Complete,0,FALSE,0,0.7,0:38:13,7,598.57,6,42,3591.42,01.02.2019,Machine Shop Finished,0,6,TRUE,TRUE,,Done,"SCD-500-80-40-FL-8'0""-BLK-UNV-DP-1-CA(12)",SCD,
77693-4,,Philip,Regular,FALSE,77693,Regular,4,8,0,2565.2,LT3,"ARLED-800-80-35-S-4'0""-BLK-UNV-DP-1-CA(48)",05.02.2019,31.2,Machine Shop Finished,,,,,FALSE,,A - Regular,18,8,8,,,,NO,Machine Shop Finished - Incomplete,#NAME?,04.02.2019,,1,#REF!,Complete,0,FALSE,0,0.52,0:28:24,3.9,320.65,8,31.2,2565.2,01.02.2019,Machine Shop Finished,0,8,TRUE,TRUE,,Done,"ARLED-800-80-35-S-4'0""-BLK-UNV-DP-1-CA(48)",ARLED,
77693-5,,Philip,Regular,FALSE,77693,Regular,5,7,0,2933,LT11A,"SCDI-500-300-80-40-SO-0.5M-4'0""-BLK-UNV-DP-1-CA(48)",05.02.2019,46.9,Machine Shop Finished,,,,,FALSE,,A - Regular,18,7,14,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,0,#REF!,Complete,0,FALSE,0,0.781666667,0:42:41,6.7,419,7,46.9,2933,01.02.2019,Machine Shop Finished,0,7,TRUE,TRUE,,Done,"SCDI-500-300-80-40-SO-0.5M-4'0""-BLK-UNV-DP-1-CA(48)",SCDI,
77693-6,,Philip,Regular,FALSE,77693,Regular,6,2,0,1257.02,LT11B,"SCDI-500-300-80-40-SO-0.5M-6'0""-BLK-UNV-DP-1-CA(48)",05.02.2019,19.8,Machine Shop Finished,,,,,FALSE,,A - Regular,18,2,4,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,0,#REF!,Complete,0,FALSE,0,0.33,0:18:01,9.9,628.51,2,19.8,1257.02,01.02.2019,Machine Shop Finished,0,2,TRUE,TRUE,,Done,"SCDI-500-300-80-40-SO-0.5M-6'0""-BLK-UNV-DP-1-CA(48)",SCDI,
77693-7,,Philip,Regular,FALSE,77693,Regular,7,5,0,4190.05,LT11C,"SCDI-500-300-80-40-SO-0.5M-8'0""-BLK-UNV-DP-1-CA(48)",05.02.2019,49.5,Machine Shop Finished,,,,,FALSE,,A - Regular,18,5,10,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,0,#REF!,Complete,0,FALSE,0,0.825,0:45:03,9.9,838.01,5,49.5,4190.05,01.02.2019,Machine Shop Finished,0,5,TRUE,TRUE,,Done,"SCDI-500-300-80-40-SO-0.5M-8'0""-BLK-UNV-DP-1-CA(48)",SCDI,
77693-8,,Philip,Regular,FALSE,77693,Regular,8,30,0,12185.4,LT12A,"SCDI-500-300-80-40-SO-FL-4'0""-BLK-UNV-DP-1-CA(48)",05.02.2019,201,Machine Shop Finished,,,,,FALSE,,A - Regular,18,30,60,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,0,#REF!,Complete,0,FALSE,0,3.35,3:02:55,6.7,406.18,30,201,12185.4,01.02.2019,Machine Shop Finished,0,30,TRUE,TRUE,,Done,"SCDI-500-300-80-40-SO-FL-4'0""-BLK-UNV-DP-1-CA(48)",SCDI,
77693-9,,Philip,Regular,FALSE,77693,Regular,9,20,0,12185.4,LT12B,"SCDI-500-300-80-40-SO-FL-6'0""-BLK-UNV-DP-1-CA(48)",05.02.2019,198,Machine Shop Finished,,,,,FALSE,,A - Regular,18,20,40,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,0,#REF!,Complete,0,FALSE,0,3.3,3:00:11,9.9,609.27,20,198,12185.4,01.02.2019,Machine Shop Finished,0,20,TRUE,TRUE,,Done,"SCDI-500-300-80-40-SO-FL-6'0""-BLK-UNV-DP-1-CA(48)",SCDI,
77693-10,,Philip,Regular,FALSE,77693,Regular,10,12,0,9748.2,LT12C,"SCDI-500-300-80-40-SO-FL-8'0""-BLK-UNV-DP-1-CA(48)",05.02.2019,118.8,Machine Shop Finished,,,,,FALSE,,A - Regular,18,12,24,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,0,#REF!,Complete,0,FALSE,0,1.98,1:48:06,9.9,812.35,12,118.8,9748.2,01.02.2019,Machine Shop Finished,0,12,TRUE,TRUE,,Done,"SCDI-500-300-80-40-SO-FL-8'0""-BLK-UNV-DP-1-CA(48)",SCDI,
77693-11,,Philip,Regular,FALSE,77693,Regular,11,5,0,1496.45,LT12D,"SCD-500-80-40-FL-4'0""-BLK-UNV-DP-1-CA(12)",05.02.2019,22.5,Machine Shop Finished,,,,,FALSE,,A - Regular,18,5,5,,,,OK,Machine Shop Finished -Ready,,04.02.2019,,0,#REF!,Complete,0,FALSE,0,0.375,0:20:29,4.5,299.29,5,22.5,1496.45,01.02.2019,Machine Shop Finished,0,5,TRUE,TRUE,,Done,"SCD-500-80-40-FL-4'0""-BLK-UNV-DP-1-CA(12)",SCD,
77926-1,,Philip,Regular,FALSE,77926,Regular,1,72,0,18000,AL4-4SF,SKFLED-22-2400-80-35-4SF-W-UNV-DP-1-TG9,11.02.2019,161.28,Scheduled/Released,"Note:****Material required on Job Site February 1, 2019*****",,,,FALSE,,A - Regular,10,72,72,,,,NO,Scheduled/Released,Material,,,1,1,Partial Order,0,FALSE,0,2.688,2:41:17,2.24,250,72,161.28,18000,- ,Scheduled/Released,0,72,FALSE,FALSE,,,SKFLED-22-2400-80-35-4SF-W-UNV-DP-1-TG9,SKFLED,
79017-1,,Rohan,Regular,FALSE,79017,Regular,1,1,0,765,"A-8'-11""","SCR-400-80-35-FL-8' 11""-W-UNV-DP-1-DF",07.02.2019,7.5,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,12,1,1,,,,NO,Machine Shop Started,Material+Cartridge,,,1,1,Partial Order,0,FALSE,0,0.125,0:06:49,7.5,765,1,7.5,765,- ,Machine Shop Started,0,1,FALSE,FALSE,,,"SCR-400-80-35-FL-8' 11""-W-UNV-DP-1-DF",SCR,
77765-1,,Philip,Regular,FALSE,77765,Regular,1,8,0,6965.04,D,"SCRPAT-OPI-90(1)-300-80-30-FL-9'0""-NL-W-UNV-DP-1-DS",07.02.2019,72,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,16,16,,,,NO,Machine Shop Started,#NAME?,,,1,1,Partial Order,0,FALSE,0,1.2,1:05:31,4.5,435.315,16,72,6965.04,- ,Machine Shop Started,0,16,TRUE,TRUE,Ready,,"SCRPAT-OPI-90(1)-300-80-30-FL-9'0""-NL-W-UNV-DP-1-DS",SCRPAT,
77765-2,,Philip,Regular,FALSE,77765,Regular,2,1,0,2743.1,D-10,"SCRPAT-OPI-90(2)-500-80-30-FL-26'4""-NL-W-UNV-DP-1-DS",07.02.2019,30,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,5,5,,,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,0.5,0:27:18,6,548.62,5,30,2743.1,- ,Machine Shop Started,0,5,TRUE,TRUE,Ready,,"SCRPAT-OPI-90(2)-500-80-30-FL-26'4""-NL-W-UNV-DP-1-DS",SCRPAT,
77765-4,,Philip,Regular,FALSE,77765,Regular,4,1,0,381.65,EE,AULED-22-3000-80-30-SO-W-UNV-DP-1-TB9-B1(BSL310LP),07.02.2019,6,Machine Shop Started,,,,,FALSE,,A - Regular,10,1,1,,,,NO,Machine Shop Started,Material,,,0,1,Partial Order,0,FALSE,0,0.1,0:06:00,6,381.65,1,6,381.65,- ,Machine Shop Started,0,1,TRUE,FALSE,,,AULED-22-3000-80-30-SO-W-UNV-DP-1-TB9-B1(BSL310LP),AULED,
77765-5,,Philip,Regular,FALSE,77765,Regular,5,4,0,2003.64,H-7,"SCD-300-80-30-FL-6'10""-BLK-UNV-DP-1-CTS(48)",07.02.2019,28,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,1,4,4,,,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,0.466666667,0:25:29,7,500.91,4,28,2003.64,- ,Machine Shop Started,0,4,TRUE,FALSE,,Done,"SCD-300-80-30-FL-6'10""-BLK-UNV-DP-1-CTS(48)",SCD,
77765-22,,Philip,Regular,FALSE,77765,Regular,22,1,0,2743.1,D-10S,"SCRPAT-OPI-90(2)-500-80-30-FL-26'4""-NL-W-UNV-DP-1-DS",07.02.2019,30,Machine Shop Started,,Picked - Complete,,,TRUE,,A - Regular,1,5,5,,,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,Missing info. In SD,TRUE,,0.5,0:27:18,6,548.62,5,30,2743.1,- ,Machine Shop Started,0,5,TRUE,TRUE,Ready,,"SCRPAT-OPI-90(2)-500-80-30-FL-26'4""-NL-W-UNV-DP-1-DS",SCRPAT,
78448-1,,Philip,Regular,FALSE,78448,Regular,1,2,0,254,"D2-1'3"" F","SCR-300-80-30-FL-1'3""-W-UNV-DP-1-DS",08.02.2019,10,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,2,2,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,1,1,Partial Order,0,FALSE,0,0.166666667,0:09:06,5,127,2,10,254,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,"SCR-300-80-30-FL-1'3""-W-UNV-DP-1-DS",SCR,Order Flagged
78448-2,,Philip,Regular,FALSE,78448,Regular,2,1,0,632,"D2-10'2""","SCR-300-80-30-FL-10'2""-W-UNV-DP-1-DS",08.02.2019,10.2,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,1,1,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.17,0:09:17,10.2,632,1,10.2,632,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"SCR-300-80-30-FL-10'2""-W-UNV-DP-1-DS",SCR,Order Flagged
78448-3,,Philip,Regular,FALSE,78448,Regular,3,1,0,632,"D2E-6'10""","SCR-300-80-30-FL-6'10""-W-UNV-DP-1-DS-B1(BSL310LP)",08.02.2019,11.9,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,1,1,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.198333333,0:10:50,11.9,632,1,11.9,632,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"SCR-300-80-30-FL-6'10""-W-UNV-DP-1-DS-B1(BSL310LP)",SCR,Order Flagged
78448-4,,Philip,Regular,FALSE,78448,Regular,4,2,0,1506,"D1-11-10'7 3/4""","SCD-300-80-30-FL-10'7 3/4""-BLK-UNV-DP-1-CA(48)-C(BLK CANOPIES AND CORD)",08.02.2019,18,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,2,2,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.3,0:16:23,9,753,2,18,1506,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,"SCD-300-80-30-FL-10'7 3/4""-BLK-UNV-DP-1-CA(48)-C(BLK CANOPIES AND CORD)",SCD,Order Flagged
78448-5,,Philip,Regular,FALSE,78448,Regular,5,2,0,2328,"D1-16-16'8 1/2""","SCD-300-80-30-FL-16'8 1/2""-BLK-UNV-DP-1-CA(48)-C(BLK CANOPIES AND CORD)",08.02.2019,32,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,4,4,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.533333333,0:29:07,8,582,4,32,2328,- ,Machine Shop Started,0,4,TRUE,FALSE,,Done,"SCD-300-80-30-FL-16'8 1/2""-BLK-UNV-DP-1-CA(48)-C(BLK CANOPIES AND CORD)",SCD,Order Flagged
78448-6,,Philip,Regular,FALSE,78448,Regular,6,1,0,943,"D1E-11-10'7 3/4""","SCD-300-80-30-FL-10'7 3/4""-BLK-UNV-DP-1-CA(48)-B1(BSL310LP)-C(BLK CANOPIES AND CORD)",08.02.2019,13,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,1,2,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.216666667,0:11:50,13,943,1,13,943,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"SCD-300-80-30-FL-10'7 3/4""-BLK-UNV-DP-1-CA(48)-B1(BSL310LP)-C(BLK CANOPIES AND CORD)",SCD,Order Flagged
78448-7,,Philip,Regular,FALSE,78448,Regular,7,2,0,2706,"D1E-16-16'8 1/2""","SCD-300-80-30-FL-16'8 1/2""-BLK-UNV-DP-1-CA(48)-B1(BSL310LP)-C(BLK CANOPIES AND CORD)",08.02.2019,40,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,4,4,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.666666667,0:36:24,10,676.5,4,40,2706,- ,Machine Shop Started,0,4,TRUE,FALSE,,,"SCD-300-80-30-FL-16'8 1/2""-BLK-UNV-DP-1-CA(48)-B1(BSL310LP)-C(BLK CANOPIES AND CORD)",SCD,Order Flagged
78448-8,,Philip,Regular,FALSE,78448,Regular,8,1,0,3927,"D2-RECT162-7/16""X170-3/4""","SCRPAT-REC-90(4)-300-80-30-FL-55'4""-NL-W-UNV-DP-1-DS-C(RECT 13' 6"" X 14' 2"")",08.02.2019,50,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,8,8,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.833333333,0:45:30,6.25,490.875,8,50,3927,- ,Machine Shop Started,0,8,TRUE,FALSE,ToDo,,"SCRPAT-REC-90(4)-300-80-30-FL-55'4""-NL-W-UNV-DP-1-DS-C(RECT 13' 6"" X 14' 2"")",SCRPAT,Order Flagged
78448-9,,Philip,Regular,FALSE,78448,Regular,9,1,0,3453,"D2-RECT147-3/8""X128-5/8""","SCRPAT-REC-90(4)-300-80-30-FL-48'0""-NL-W-UNV-DP-1-DS-C(RECT 12' 3"" X 10' 8"")",08.02.2019,45,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,8,8,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.75,0:40:57,5.625,431.625,8,45,3453,- ,Machine Shop Started,0,8,TRUE,FALSE,ToDo,,"SCRPAT-REC-90(4)-300-80-30-FL-48'0""-NL-W-UNV-DP-1-DS-C(RECT 12' 3"" X 10' 8"")",SCRPAT,Order Flagged
78448-10,,Philip,Regular,FALSE,78448,Regular,10,1,0,137,D3-1',"SCRV-300-80-30-FL-1'0""-W-UNV-DP-1-DS-C(DRIVER TO BE REMOTE, NO FLANGE ON ONE END)",08.02.2019,5,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,1,1,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.083333333,0:04:33,5,137,1,5,137,- ,Machine Shop Started,0,1,TRUE,FALSE,,Done,"SCRV-300-80-30-FL-1'0""-W-UNV-DP-1-DS-C(DRIVER TO BE REMOTE, NO FLANGE ON ONE END)",SCRV,Order Flagged
78448-11,,Philip,Regular,FALSE,78448,Regular,11,2,0,254,D3-2',"SCRV-300-80-30-FL-2'0""-W-UNV-DP-1-DS-C(NO FLANGE ON ONE END)",08.02.2019,10,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,2,2,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.166666667,0:09:06,5,127,2,10,254,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,"SCRV-300-80-30-FL-2'0""-W-UNV-DP-1-DS-C(NO FLANGE ON ONE END)",SCRV,Order Flagged
78448-12,,Philip,Regular,FALSE,78448,Regular,12,4,0,760,D3-3',"SCRV-300-80-30-FL-3'0""-W-UNV-DP-1-DS-C(NO FLANGE ON ONE END)",08.02.2019,20,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,4,4,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.333333333,0:18:12,5,190,4,20,760,- ,Machine Shop Started,0,4,TRUE,FALSE,,Done,"SCRV-300-80-30-FL-3'0""-W-UNV-DP-1-DS-C(NO FLANGE ON ONE END)",SCRV,Order Flagged
78448-13,,Philip,Regular,FALSE,78448,Regular,13,2,0,632,D3-5',"SCRV-300-80-30-FL-5'0""-W-UNV-DP-1-Ds-C(NO FLANGE ON ONE END)",08.02.2019,14,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,2,2,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.233333333,0:12:44,7,316,2,14,632,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,"SCRV-300-80-30-FL-5'0""-W-UNV-DP-1-Ds-C(NO FLANGE ON ONE END)",SCRV,Order Flagged
78448-14,,Philip,Regular,FALSE,78448,Regular,14,22,0,17600,H-8',ZESQDI-SL 25/75-1050-80-30-MSO-8'-BLK-UNV-MD-1-CA(48),08.02.2019,275,Machine Shop Started,,Picked - Complete,29.01.2019,,FALSE,,A - Regular,1,22,44,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material,,,0,1,Partial Order,Shortage,FALSE,Shortage,4.583333333,4:10:15,12.5,800,22,275,17600,- ,Machine Shop Started,0,22,FALSE,FALSE,,Done,ZESQDI-SL 25/75-1050-80-30-MSO-8'-BLK-UNV-MD-1-CA(48),ZESQDI,Order Flagged
78448-15,,Philip,Regular,FALSE,78448,Regular,15,18,0,17820,HE-8',ZESQDI-SL 25/75-1050-80-30-MSO-8'-BLK-UNV-MD-1-CA(48)-B1(BSL310LP),08.02.2019,297,Machine Shop Started,,Picked - Complete,29.01.2019,,TRUE,,A - Regular,1,18,36,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material,,,0,1,Partial Order,Missing parts in BOM,TRUE,,4.95,4:30:16,16.5,990,18,297,17820,- ,Machine Shop Started,0,18,FALSE,FALSE,,Done,ZESQDI-SL 25/75-1050-80-30-MSO-8'-BLK-UNV-MD-1-CA(48)-B1(BSL310LP),ZESQDI,Order Flagged
