Order, Line, Status, Promised, Scheduled Ship Date, Issue, Missing Materials 
77947,12,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,13,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,14,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77947,15,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78156,1,7,Regular,25.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
78156,2,7,Regular,25.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
78384,1,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78384,2,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78384,3,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78384,4,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78384,5,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78384,6,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78384,7,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
78384,8,7,Regular,25.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76507,1,7,Regular,28.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
76507,2,7,Regular,28.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
76507,3,7,Regular,28.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
76507,4,7,Regular,28.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
76507,5,7,Regular,28.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
76507,6,7,Regular,28.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
76507,7,7,Regular,28.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
76507,8,7,Regular,28.01.2019,0,Material+lens+Housing,Complete,Machine Shop Started
77684,1,7,Regular,21.01.2019,0,+lens+Cartridge+Housing,Complete,Machine Shop Started
77204,1,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,2,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,3,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,4,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,5,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,6,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,7,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,8,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,9,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,10,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77204,11,7,High Priority,22.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76338,1,7,Regular,23.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
76338,2,7,Regular,23.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
76338,5,7,Regular,23.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
77014,1,7,Regular,29.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
77014,2,7,Regular,29.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
77014,3,7,Regular,29.01.2019,0,Material+lens+Housing,Complete,Scheduled/Released
76937,1,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76937,2,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76937,3,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76937,4,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76937,6,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76937,7,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76937,8,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
76937,10,7,Regular,29.01.2019,0,Material+lens+Cartridge+Housing,Complete,Scheduled/Released
