Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Schedule dashboard,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,PRIORITY SEQUENCE,Column1,Column12,Real Status,PRIORITY2,Completed Sections,Remaining Sections,Column4,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
77256-1,,Christina,Regular,FALSE,77256,Regular,1,3,0,2694,F1A,B6-S-NO-12-NL-T8-1S-1S-W-277-D(MARK7)-2-CT9(36)-B1(LP600)-D,11.01.2019,66.96,Machine Shop Finished,,Picked - Complete,08.01.2019,09.01.2019,FALSE,,A - Regular,"12,1",3,18,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,14.01.2019,,1,#REF!,Complete,Others,TRUE,,77256-1,1.116,1:00:56,22.32,898,3,66.96,2694,,0,11.01.2019,Wiring Started,,0,3,,TRUE,TRUE,,,B6-S-NO-12-NL-T8-1S-1S-W-277-D(MARK7)-2-CT9(36)-B1(LP600)-D,B6,Order Flagged
77256-2,,Christina,Regular,FALSE,77256,Regular,2,2,0,3132,F1B,B6-S-NO-24-NL-T8-1S-1S-W-277-D(MARK7)-2-CT9(36)-B1(LP600)-D,11.01.2019,76.58,Machine Shop Finished,,Picked - Complete,08.01.2019,09.01.2019,TRUE,,A - Regular,"12,1",6,16,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,14.01.2019,,0,#REF!,Complete,Missing info. In SD,FALSE,Missing info. In SD,77256-2,1.276333333,1:09:41,12.76333333,522,6,76.58,3132,,0,11.01.2019,Wiring Started,,0,6,,TRUE,TRUE,,,B6-S-NO-24-NL-T8-1S-1S-W-277-D(MARK7)-2-CT9(36)-B1(LP600)-D,B6,Order Flagged
77256-3,,Christina,Regular,FALSE,77256,Regular,3,3,0,2247,F1C,B6-S-NO-8-NL-T8-1S-1S-W-277-D(MARK7)-2-CT9(36)-B1(LP600)-D,11.01.2019,56.91,Machine Shop Finished,,Picked - Complete,08.01.2019,09.01.2019,FALSE,,A - Regular,"12,1",3,6,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,14.01.2019,,0,#REF!,Complete,0,FALSE,0,77256-3,0.9485,0:51:47,18.97,749,3,56.91,2247,,0,11.01.2019,Wiring Started,,0,3,,TRUE,TRUE,,,B6-S-NO-8-NL-T8-1S-1S-W-277-D(MARK7)-2-CT9(36)-B1(LP600)-D,B6,Order Flagged
77380-1,,Christina,Regular,FALSE,77380,High Priority,1,12,0,3120,F4-4',"SCD-500-80-35-2M-4'0""-W-UNV-DP-1-CA(48)",24.01.2019,54.6,Machine Shop Finished,ORDER MUST SHIP NO LATER THAN JAN 25. Cannot miss the date,Picked - Complete,,,FALSE,,A - Regular,"12,1",12,12,,Picked - Complete,,NO,Machine Shop Finished - Incomplete,#NAME?,,,1,1,Partial Order,0,FALSE,0,- ,0.91,0:49:41,4.55,260,12,54.6,3120,,- ,- ,Machine Shop Finished,,0,12,,TRUE,TRUE,,Done,"SCD-500-80-35-2M-4'0""-W-UNV-DP-1-CA(48)",SCD,
77380-2,,Christina,Regular,FALSE,77380,High Priority,2,2,0,520,F4-4' GYP,"SCD-500-80-35-2M-4'0""-W-UNV-DP-1-CA(48)",24.01.2019,9.1,Machine Shop Started,ORDER MUST SHIP NO LATER THAN JAN 25. Cannot miss the date,Picked - Complete,,,FALSE,,A - Regular,"12,1",2,2,,,,NO,Machine Shop Started,#NAME?,,,1,1,Partial Order,0,FALSE,0,- ,0.151666667,0:08:17,4.55,260,2,9.1,520,,- ,- ,Machine Shop Started,,0,2,,TRUE,FALSE,,Done,"SCD-500-80-35-2M-4'0""-W-UNV-DP-1-CA(48)",SCD,
77380-3,,Christina,Regular,FALSE,77380,High Priority,3,3,0,4320,F4-2X6',"SCDPAT-REC-90(4)-500-80-35-2M-16'0""-NL-W-UNV-DP-1-CT9(36)",24.01.2019,69.93,Machine Shop Started,ORDER MUST SHIP NO LATER THAN JAN 25. Cannot miss the date,Picked - Complete,,,FALSE,,A - Regular,1,3,6,,,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,- ,1.1655,1:03:38,23.31,1440,3,69.93,4320,,- ,- ,Machine Shop Started,,0,3,,TRUE,FALSE,ToDo,,"SCDPAT-REC-90(4)-500-80-35-2M-16'0""-NL-W-UNV-DP-1-CT9(36)",SCDPAT,
77380-4,,Christina,Regular,FALSE,77380,High Priority,4,1,0,2740,F4-4X14',"SCDPAT-REC-90(4)-500-80-35-2M-36'0""-NL-W-UNV-DP-1-CT9(36)",24.01.2019,41.65,Machine Shop Started,ORDER MUST SHIP NO LATER THAN JAN 25. Cannot miss the date,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",4,4,,,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,- ,0.694166667,0:37:54,10.4125,685,4,41.65,2740,,- ,- ,Machine Shop Started,,0,4,,TRUE,FALSE,ToDo,,"SCDPAT-REC-90(4)-500-80-35-2M-36'0""-NL-W-UNV-DP-1-CT9(36)",SCDPAT,
77380-5,,Christina,Regular,FALSE,77380,High Priority,5,1,0,2740,F4-6X12',"SCDPAT-REC-90(4)-500-80-35-2M-36'0""-NL-W-UNV-DP-1-CT9(36)",24.01.2019,41.65,Machine Shop Started,ORDER MUST SHIP NO LATER THAN JAN 25. Cannot miss the date,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",4,4,,,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,- ,0.694166667,0:37:54,10.4125,685,4,41.65,2740,,- ,- ,Machine Shop Started,,0,4,,TRUE,FALSE,ToDo,,"SCDPAT-REC-90(4)-500-80-35-2M-36'0""-NL-W-UNV-DP-1-CT9(36)",SCDPAT,
77380-6,,Christina,Regular,FALSE,77380,High Priority,6,1,0,3260,F4-6X16',"SCDPAT-REC-90(4)-500-80-35-2M-44'0""-NL-W-UNV-DP-1-CT9(36)",24.01.2019,46.46,Machine Shop Started,ORDER MUST SHIP NO LATER THAN JAN 25. Cannot miss the date,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",4,6,,,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,- ,0.774333333,0:42:17,11.615,815,4,46.46,3260,,- ,- ,Machine Shop Started,,0,4,,TRUE,FALSE,ToDo,,"SCDPAT-REC-90(4)-500-80-35-2M-44'0""-NL-W-UNV-DP-1-CT9(36)",SCDPAT,
73287-8,,George,Regular,FALSE,73287,High Priority,8,1,0,968,115 G B SECT 1,"SCS-500-80-35-FL-88 3/4""-W-120-DP-1-S",18.01.2019,6.22,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,1,1,Partial Order,0,FALSE,0,- ,0.103666667,0:05:40,6.22,968,1,6.22,968,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-88 3/4""-W-120-DP-1-S",SCS,
73287-9,,George,Regular,FALSE,73287,High Priority,9,1,0,605,115 G B SECT 5,"SCS-500-80-35-FL-57 15/16""-W-120-DP-1-S-C(JOINERS EACH SIDE)",18.01.2019,6.22,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,1,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.103666667,0:05:40,6.22,605,1,6.22,605,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-57 15/16""-W-120-DP-1-S-C(JOINERS EACH SIDE)",SCS,
73287-10,,George,Regular,FALSE,73287,High Priority,10,1,0,986,115 G B SECT 8,"SCS-500-80-35-FL-97 1/2""-W-120-DP-1-S",18.01.2019,8.27,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.137833333,0:07:32,8.27,986,1,8.27,986,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-97 1/2""-W-120-DP-1-S",SCS,
73287-11,,George,Regular,FALSE,73287,High Priority,11,1,0,844,115 G T SECT 1,"SCS-500-80-35-FL-90 1/4""-W-120-DP-1-S",18.01.2019,6.22,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.103666667,0:05:40,6.22,844,1,6.22,844,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-90 1/4""-W-120-DP-1-S",SCS,
73287-12,,George,Regular,FALSE,73287,High Priority,12,1,0,708,115 G T SECT 5,"SCS-500-80-35-FL-71 3/16""-W-120-DP-1-S-C(JOINERS EACH SIDE)",18.01.2019,6.22,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,1,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.103666667,0:05:40,6.22,708,1,6.22,708,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-71 3/16""-W-120-DP-1-S-C(JOINERS EACH SIDE)",SCS,
73287-13,,George,Regular,FALSE,73287,High Priority,13,1,0,944,115 G T SECT 9,"SCS-500-80-35-FL-89 5/8""-W-120-DP-1-S",18.01.2019,6.22,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.103666667,0:05:40,6.22,944,1,6.22,944,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-89 5/8""-W-120-DP-1-S",SCS,
73287-14,,George,Regular,FALSE,73287,High Priority,14,1,0,1245,115 H T SECT 1 EAST,"SCS-500-80-35-FL-96 3/8""-W-120-DP-1-S",18.01.2019,8.27,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.137833333,0:07:32,8.27,1245,1,8.27,1245,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-96 3/8""-W-120-DP-1-S",SCS,
73287-15,,George,Regular,FALSE,73287,High Priority,15,1,0,465,115 H T SECT 3 EAST,"SCS-500-80-35-FL-32 5/16""-W-120-DP-1-S",18.01.2019,3.83,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,1,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.063833333,0:03:29,3.83,465,1,3.83,465,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-32 5/16""-W-120-DP-1-S",SCS,
73287-16,,George,Regular,FALSE,73287,High Priority,16,1,0,1085,115 H T SECT 5 EAST,"SCS-500-80-35-FL-87 3/8""-W-120-DP-1-S",18.01.2019,6.22,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.103666667,0:05:40,6.22,1085,1,6.22,1085,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-87 3/8""-W-120-DP-1-S",SCS,
73287-17,,George,Regular,FALSE,73287,High Priority,17,1,0,1415,115 H T SECT 9 EAST,"SCS-500-80-35-FL-113 7/8""-W-120-DP-1-S",18.01.2019,8.27,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.137833333,0:07:32,8.27,1415,1,8.27,1415,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-113 7/8""-W-120-DP-1-S",SCS,
73287-18,,George,Regular,FALSE,73287,High Priority,18,1,0,1240,115 H T SECT 1 WEST,"SCS-500-80-35-FL-95 7/8""-W-120-DP-1-S",18.01.2019,6.22,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.103666667,0:05:40,6.22,1240,1,6.22,1240,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-95 7/8""-W-120-DP-1-S",SCS,
73287-19,,George,Regular,FALSE,73287,High Priority,19,1,0,465,115 H T SECT 3 WEST,"SCS-500-80-35-FL-32 11/16""-W-120-DP-1-S",18.01.2019,3.83,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,1,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.063833333,0:03:29,3.83,465,1,3.83,465,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-32 11/16""-W-120-DP-1-S",SCS,
73287-20,,George,Regular,FALSE,73287,High Priority,20,1,0,1085,115 H T SECT 5 WEST,"SCS-500-80-35-FL-86 3/4""-W-120-DP-1-S",18.01.2019,6.22,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.103666667,0:05:40,6.22,1085,1,6.22,1085,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-86 3/4""-W-120-DP-1-S",SCS,
73287-21,,George,Regular,FALSE,73287,High Priority,21,1,0,465,115 H T SECT 7 EAST,"SCS-500-80-35-FL-32 3/8""-W-120-DP-1-S",18.01.2019,3.83,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,1,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.063833333,0:03:29,3.83,465,1,3.83,465,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-32 3/8""-W-120-DP-1-S",SCS,
73287-22,,George,Regular,FALSE,73287,High Priority,22,1,0,465,115 H T SECT 7 WEST,"SCS-500-80-35-FL-32 7/8""-W-120-DP-1-S",18.01.2019,3.83,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,1,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.063833333,0:03:29,3.83,465,1,3.83,465,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-32 7/8""-W-120-DP-1-S",SCS,
73287-23,,George,Regular,FALSE,73287,High Priority,23,1,0,1570,115 H T SECT 9 WEST,"SCS-500-80-35-FL-114 1/2""-W-120-DP-1-S",18.01.2019,8.27,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"1,10,7",1,2,,Picked - Complete,,OK,Machine Shop Started,,16.01.2019,,0,1,Partial Order,0,FALSE,0,- ,0.137833333,0:07:32,8.27,1570,1,8.27,1570,,- ,- ,Machine Shop Finished,,0,1,,FALSE,FALSE,,,"SCS-500-80-35-FL-114 1/2""-W-120-DP-1-S",SCS,
78466-1,,George,Regular,FALSE,78466,Regular,1,1,0,864,"F1-11'-11""","BDLED-750-80-35-SO-11'11""-W-UNV-DP-1-CA(48)",22.01.2019,10,Scheduled/Released,,,,,FALSE,,C - Small,"1,10,7",1,3,,,,NO,Scheduled/Released,Material+lens+Cartridge+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,0.166666667,0:09:06,10,864,1,10,864,,- ,- ,Scheduled/Released,,0,1,,#N/A,#N/A,#N/A,#N/A,"BDLED-750-80-35-SO-11'11""-W-UNV-DP-1-CA(48)",BDLED,
77777-1,,George,Regular,FALSE,77777,Regular,1,10,0,7560,B-8',BBDILED-750-750-80-35-SO-8'-AP-UNV-DP-1-CA(36),11.01.2019,117.3,Wiring Started,***DELIVERY NOT B4 Jan 3rd***,Picked - Complete,07.01.2019,09.01.2019,FALSE,,A - Regular,"12,4",10,40,Picked - Complete,,Picked - Complete,OK,Wiring Started,,11.01.2019,,1,#REF!,Complete,0,FALSE,0,77777-1,1.955,1:46:45,11.73,756,10,117.3,7560,,0,11.01.2019,x,,10,0,,TRUE,TRUE,,Done,BBDILED-750-750-80-35-SO-8'-AP-UNV-DP-1-CA(36),BBDILED,
77777-2,,George,Regular,FALSE,77777,Regular,2,1,0,684,C-8',ARCLED-SL 80/20-1000-80-35-SO-8'-AP-UNV-DP-1-CA(36),11.01.2019,9.55,Wiring Started,***DELIVERY NOT B4 Jan 3rd***,Picked - Complete,07.01.2019,,FALSE,,A - Regular,"12,4",1,2,,,Picked - Complete,OK,Wiring Started,,11.01.2019,,0,#REF!,Complete,0,FALSE,0,77777-2,0.159166667,0:08:41,9.55,684,1,9.55,684,,0,11.01.2019,x,,1,0,,TRUE,TRUE,,,ARCLED-SL 80/20-1000-80-35-SO-8'-AP-UNV-DP-1-CA(36),ARCLED,
77777-3,,George,Regular,FALSE,77777,Regular,3,1,0,810,D-12',SCD-500-80-35-0.5M-12-AP-UNV-DP-1-CA(36),11.01.2019,8.99,Wiring Started,***DELIVERY NOT B4 Jan 3rd***,Picked - Complete,07.01.2019,09.01.2019,FALSE,,A - Regular,"12,4",1,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,11.01.2019,,0,#REF!,Complete,Others,TRUE,,77777-3,0.149833333,0:08:11,8.99,810,1,8.99,810,,0,11.01.2019,x,,1,0,,TRUE,TRUE,,Done,SCD-500-80-35-0.5M-12-AP-UNV-DP-1-CA(36),SCD,
77925-1,,George,Regular,FALSE,77925,Regular,1,9,0,6804,F-8'-REV,"TWRLED-SL 90/10-1250-80-40-VL-8'-AP-UNV-DP-1-CA(36"")",25.01.2019,68.67,Scheduled/Released,,,,,FALSE,,A - Regular,"12,4",9,18,,,,NO,Scheduled/Released,Material+lens+Housing,,,1,#REF!,Complete,0,FALSE,0,- ,1.1445,1:02:29,7.63,756,9,68.67,6804,,- ,- ,Scheduled/Released,,0,9,,FALSE,FALSE,,,"TWRLED-SL 90/10-1250-80-40-VL-8'-AP-UNV-DP-1-CA(36"")",TWRLED,
78118-1,,George,Regular,FALSE,78118,Regular,1,6,0,2133,A-4',PRWLED-500-80-35-S-4'-AP-347-DP-1,18.01.2019,22.8,Machine Shop Started,,,,,FALSE,,C - Small,"12,4",6,6,,,,NO,Machine Shop Started,#NAME?,,,1,1,Partial Order,0,FALSE,0,- ,0.38,0:20:45,3.8,355.5,6,22.8,2133,,- ,- ,Machine Shop Started,,0,6,,FALSE,FALSE,,,PRWLED-500-80-35-S-4'-AP-347-DP-1,PRWLED,
77255-1,,George,Regular,FALSE,77255,High Priority,1,4,0,3218.4,A-8',"SCDI-300-750-80-35-SO-FL-8-BLK-347-DP-1-CT15(218"")D",14.01.2019,40,Machine Shop Finished,,Picked - Complete,,,FALSE,,A - Regular,"12,4",4,12,,,,NO,Machine Shop Finished - Incomplete,Material,01.01.2020,,1,1,Partial Order,0,FALSE,0,- ,0.666666667,0:36:24,10,804.6,4,40,3218.4,,- ,- ,Machine Shop Finished,,0,4,,TRUE,FALSE,,Done,"SCDI-300-750-80-35-SO-FL-8-BLK-347-DP-1-CT15(218"")D",SCDI,
77255-2,,George,Regular,FALSE,77255,High Priority,2,2,0,6120,B1-16'X8',"SCDIPAT-OPR-60(2)-300-750-80-35-SO-FL-24-EX-BLK-347-DP-1-CA(218"")",14.01.2019,100,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"12,4",6,14,,,,NO,Machine Shop Started,Material+lens+Housing,01.01.2020,,1,1,Partial Order,Others,TRUE,,- ,1.666666667,1:31:00,16.66666667,1020,6,100,6120,,- ,- ,Machine Shop Started,,0,6,,TRUE,FALSE,ToDo,,"SCDIPAT-OPR-60(2)-300-750-80-35-SO-FL-24-EX-BLK-347-DP-1-CA(218"")",SCDIPAT,
77255-3,,George,Regular,FALSE,77255,High Priority,3,1,0,3060,B2-16'X8',"SCDIPAT-OPR-60(2)-300-750-80-35-SO-FL-24-EX-BLK-347-DP-1-CA(218"")",14.01.2019,50,Machine Shop Started,,Picked - Complete,,,FALSE,,A - Regular,"12,4",3,7,,,,NO,Machine Shop Started,Material+lens+Housing,01.01.2020,,0,1,Partial Order,Others,TRUE,,- ,0.833333333,0:45:30,16.66666667,1020,3,50,3060,,- ,- ,Machine Shop Started,,0,3,,TRUE,FALSE,ToDo,,"SCDIPAT-OPR-60(2)-300-750-80-35-SO-FL-24-EX-BLK-347-DP-1-CA(218"")",SCDIPAT,
77552-1,,George,Regular,FALSE,77552,Regular,1,19,0,5472,"RL1-4'-0""","BBRLED-750-80-40-FL-4' 0""-W-120-DP-1-TB15",18.01.2019,45.79,Machine Shop Started,,Picked - Complete,10.01.2019,,FALSE,,A - Regular,"12,4",19,19,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+lens,,,1,1,Partial Order,0,FALSE,0,- ,0.763166667,0:41:40,2.41,288,19,45.79,5472,,- ,- ,Machine Shop Started,,0,19,,FALSE,FALSE,,,"BBRLED-750-80-40-FL-4' 0""-W-120-DP-1-TB15",BBRLED,
77552-2,,George,Regular,FALSE,77552,Regular,2,1,0,468,"RL19-4'-0""","SP17627(1)-WBRLED-500-80-40-CLEAR POLYCARB- 4' 0""-C(BLK)-UNV-DP-1-D-C(CUSTOM LENS)",18.01.2019,3.42,Machine Shop Started,,Picked - Complete,10.01.2019,,FALSE,,A - Regular,"12,4",1,1,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+lens+Housing,,,0,1,Partial Order,0,FALSE,0,- ,0.057,0:03:07,3.42,468,1,3.42,468,,- ,- ,Machine Shop Started,,0,1,,FALSE,FALSE,,,WBRLED-500-80-40-CLEAR POLYCAR,WBRLED,
75712-1,,Gagandeep,Regular,FALSE,75712,Regular,1,1,0,5825,F-7'X10' REC,SCDIPAT-REC-90(4)-750-500-90-35-SO-FL-34'-NL-W-UNV-DP-1-CA(36)-OS(1),11.01.2019,56,Machine Shop Finished,,Picked - Complete,30.12.2018,09.01.2019,TRUE,,C - Small,"12,4",4,19,Picked - Complete,,Picked - Complete,OK,Machine Shop Finished -Ready,,14.01.2019,,1,#REF!,Complete,Wrong info. In SD,FALSE,Wrong info. In SD,75712-1,0.933333333,0:50:58,14,1456.25,4,56,5825,,0,14.01.2019,Machine Shop Finished,,0,4,,TRUE,FALSE,Ready,Done,SCDIPAT-REC-90(4)-750-500-90-35-SO-FL-34'-NL-W-UNV-DP-1-CA(36)-OS(1),SCDIPAT,Order Flagged
77851-1,,Jessica,Regular,FALSE,77851,Regular,1,2,0,2656,P1,BBRLED-400-80-40-1.5M-16'-W-UNV-DP-1-TB15,14.01.2019,19.82,Wiring Started,,Picked - Complete,04.01.2019,10.01.2019,FALSE,,C - Small,"12,4",4,8,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,11.01.2019,,1,#REF!,Complete,0,FALSE,0,77851-1,0.330333333,0:18:02,4.955,664,4,19.82,2656,,0,11.01.2019,x,,4,0,,TRUE,TRUE,,Done,BBRLED-400-80-40-1.5M-16'-W-UNV-DP-1-TB15,BBRLED,
77409-1,,Sacha,Regular,FALSE,77409,Regular,1,1,0,1840,"A-13' 7 1/2""","GPRLED-EX1W-300-90-35-RG2-13' 7 1/2""-W-UNV-DP-1-DS",17.01.2019,16.5,Machine Shop Started,,Picked - Complete,,,FALSE,,C - Small,"12,4",2,2,,Picked - Complete,,NO,Machine Shop Started,#NAME?,,,1,1,Partial Order,Others,FALSE,Others,- ,0.275,0:15:01,8.25,920,2,16.5,1840,,- ,- ,Machine Shop Started,,0,2,,FALSE,FALSE,,,"GPRLED-EX1W-300-90-35-RG2-13' 7 1/2""-W-UNV-DP-1-DS",GPRLED,Order Flagged
77731-1,,Rajithan,Regular,FALSE,77731,High Priority,1,11,0,10829.83,B1-8',"STSLF-SO-400-80-35-8'0""-W-UNV-MD-1-SG9",15.01.2019,77,Machine Shop Finished,"To deliver on Jan 17, 2019 by 5pm --> $957.98",Picked - Complete,09.01.2019,,FALSE,,A - Regular,"12,4",11,11,,,Picked - Complete,OK,Machine Shop Finished -Ready,,15.01.2019,,1,1,Partial Order,Others,TRUE,,- ,1.283333333,1:10:04,7,984.53,11,77,10829.83,,- ,- ,Wiring Started,,0,11,,TRUE,TRUE,,,"STSLF-SO-400-80-35-8'0""-W-UNV-MD-1-SG9",STSLF,
77731-3,,Rajithan,Regular,FALSE,77731,High Priority,3,3,0,4500,B3-12',"STSLF-SO-400-80-35-12'0""-W-UNV-MD-1-SG9",15.01.2019,27,Machine Shop Finished,"To deliver on Jan 17, 2019 by 5pm --> $957.98",Picked - Complete,09.01.2019,,FALSE,,A - Regular,"4,10",3,6,,,Picked - Complete,OK,Machine Shop Finished -Ready,,15.01.2019,,0,1,Partial Order,Others,TRUE,,- ,0.45,0:24:34,9,1500,3,27,4500,,- ,- ,Wiring Started,,0,3,,TRUE,TRUE,,,"STSLF-SO-400-80-35-12'0""-W-UNV-MD-1-SG9",STSLF,
77731-4,,Rajithan,Regular,FALSE,77731,High Priority,4,11,0,11466.95,C-6',"BRLED-400-80-35-FL-6'0""-W-UNV-DP-1-DS",15.01.2019,73.92,Wiring Started,"To deliver on Jan 17, 2019 by 5pm --> $957.98",Picked - Complete,09.01.2019,,FALSE,,A - Regular,"4,10",11,11,,,Picked - Complete,NO,Wiring Issue,Material,15.01.2019,,1,1,Partial Order,Wrong part in BOM,TRUE,,- ,1.232,1:07:16,6.72,1042.45,11,73.92,11466.95,,- ,- ,Wiring Started,,11,0,,TRUE,TRUE,,,"BRLED-400-80-35-FL-6'0""-W-UNV-DP-1-DS",BRLED,
77731-5,,Rajithan,Regular,FALSE,77731,High Priority,5,2,0,4070,D1-20',"BSLED-400-80-35-SO-20'0""-BLK-UNV-DP-1-SBS",15.01.2019,33.2,Wiring Started,"To deliver on Jan 17, 2019 by 5pm --> $957.98",Picked - Complete,09.01.2019,,FALSE,,A - Regular,"4,10",4,8,,,Picked - Complete,OK,Wiring Started,,15.01.2019,,1,1,Partial Order,0,FALSE,0,- ,0.553333333,0:30:13,8.3,1017.5,4,33.2,4070,,- ,- ,Wiring Started,,0,4,,TRUE,TRUE,,,"BSLED-400-80-35-SO-20'0""-BLK-UNV-DP-1-SBS",BSLED,
