Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
76719-3,,Christina,Regular,FALSE,76719,Regular,3,4,0,3400,C102-A,SCD-500-80-40-FL-4X4-W-UNV-DP-1-CA(48),14.01.2019,88,Wiring Started,,Picked - Complete,03.01.2019,09.01.2019,FALSE,,A - Regular,1,4,8,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,1.466666667,1:20:05,22,850,4,88.00,3400.00,16.01.2019,Wiring Started,0,4,TRUE,TRUE,Ready,Done,SCD-500-80-40-FL-4X4-W-UNV-DP-1-CA(48),SCD,
76719-4,,Christina,Regular,FALSE,76719,Regular,4,1,0,400,C102-B,SCD-500-80-40-FL-2X2-W-UNV-DP-1-CA(48),14.01.2019,22,Wiring Started,,Picked - Complete,03.01.2019,09.01.2019,FALSE,,A - Regular,1,1,1,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.366666667,0:20:01,22,400,1,22.00,400.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,Ready,Done,SCD-500-80-40-FL-2X2-W-UNV-DP-1-CA(48),SCD,
76719-5,,Christina,Regular,FALSE,76719,Regular,5,1,0,700,C102-C,SCR-500-80-40-FL-2X6-W-UNV-DP-1-DF,14.01.2019,20,Wiring Started,,Picked - Complete,03.01.2019,09.01.2019,FALSE,,A - Regular,1,1,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.333333333,0:18:12,20,700,1,20.00,700.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,Ready,Done,SCR-500-80-40-FL-2X6-W-UNV-DP-1-DF,SCR,
76719-6,,Christina,Regular,FALSE,76719,Regular,6,1,0,750,C102-D,SCR-500-80-40-2M-2X6-W-UNV-DP-1-DF,14.01.2019,20,Wiring Started,,Picked - Complete,03.01.2019,09.01.2019,FALSE,,A - Regular,1,1,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.333333333,0:18:12,20,750,1,20.00,750.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,Ready,Done,SCR-500-80-40-2M-2X6-W-UNV-DP-1-DF,SCR,
76719-7,,Christina,Regular,FALSE,76719,Regular,7,1,0,535,C102-E,SCR-500-80-40-2M-2X4-W-UNV-DP-1-DF,14.01.2019,11,Wiring Started,,Picked - Complete,03.01.2019,09.01.2019,FALSE,,A - Regular,1,1,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.183333333,0:10:01,11,535,1,11.00,535.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,Ready,Done,SCR-500-80-40-2M-2X4-W-UNV-DP-1-DF,SCR,
76719-8,,Christina,Regular,FALSE,76719,Regular,8,1,0,1300,C102-F,SCD-500-80-40-2M-2X10-W-UNV-DP-1-CA(48),14.01.2019,20,Wiring Started,,Picked - Complete,03.01.2019,09.01.2019,FALSE,,A - Regular,1,1,4,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.333333333,0:18:12,20,1300,1,20.00,1300.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,Ready,Done,SCD-500-80-40-2M-2X10-W-UNV-DP-1-CA(48),SCD,
76719-9,,Christina,Regular,FALSE,76719,Regular,9,1,0,1140,C102-G,SCD-500-80-40-2M-2X8-W-UNV-DP-1-CA(48),14.01.2019,20,Wiring Started,,Picked - Complete,03.01.2019,09.01.2019,FALSE,,A - Regular,1,1,2,Picked - Complete,,Picked - Complete,OK,Wiring Started,,16.01.2019,0,#REF!,Complete,0,FALSE,0,0.333333333,0:18:12,20,1140,1,20.00,1140.00,16.01.2019,Wiring Started,0,1,TRUE,TRUE,Ready,Done,SCD-500-80-40-2M-2X8-W-UNV-DP-1-CA(48),SCD,
78431-1,,Philip,Regular,FALSE,78431,Regular,1,5,0,1350,LT-05-2',ARWLED-600-80-35-S-2'-W-UNV-DP-1,24.01.2019,19,Machine Shop Started,,,,,FALSE,,C - Small,12,5,5,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,1,1,Partial Order,0,FALSE,0,0.316666667,0:17:17,3.8,270,5,19.00,1350.00,- ,Machine Shop Started,0,5,FALSE,FALSE,,,ARWLED-600-80-35-S-2'-W-UNV-DP-1,ARWLED,
78431-2,,Philip,Regular,FALSE,78431,Regular,2,1,0,360,LT-05-4',ARWLED-600-80-35-S-4'-W-UNV-DP-1,24.01.2019,3.8,Machine Shop Started,,,,,FALSE,,C - Small,12,1,1,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.063333333,0:03:27,3.8,360,1,3.80,360.00,- ,Machine Shop Started,0,1,FALSE,FALSE,,,ARWLED-600-80-35-S-4'-W-UNV-DP-1,ARWLED,
77204-1,,Gagandeep,Regular,FALSE,77204,High Priority,1,6,0,1920,F1-4',STSLF-SO-400-90-30-4'-BLK-UNV-MD-1-SBS,22.01.2019,36,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,6,6,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,1,1,Partial Order,Shortage,FALSE,Shortage,0.6,0:32:46,6,320,6,36.00,1920.00,- ,Machine Shop Started,0,6,FALSE,FALSE,,,STSLF-SO-400-90-30-4'-BLK-UNV-MD-1-SBS,STSLF,Order Flagged
77204-2,,Gagandeep,Regular,FALSE,77204,High Priority,2,22,0,14630,"F1-""L'-8'",STSFF-SO(8'-400)-90-30-AL(1)-BLK-UNV-MD-1-SBS,22.01.2019,242,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,44,44,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,Shortage,FALSE,Shortage,4.033333333,3:40:13,5.5,332.5,44,242.00,14630.00,- ,Machine Shop Started,0,44,FALSE,FALSE,,,STSFF-SO(8'-400)-90-30-AL(1)-BLK-UNV-MD-1-SBS,STSFF,Order Flagged
77204-3,,Gagandeep,Regular,FALSE,77204,High Priority,3,4,0,1280,F1A-4',STSLF-SO-300-90-30-4'-BLK-UNV-MD-1-S,22.01.2019,24,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,4,4,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.4,0:21:50,6,320,4,24.00,1280.00,- ,Machine Shop Started,0,4,FALSE,FALSE,,,STSLF-SO-300-90-30-4'-BLK-UNV-MD-1-S,STSLF,Order Flagged
77204-4,,Gagandeep,Regular,FALSE,77204,High Priority,4,1,0,665,F1A-8',STSFF-SO(8'-300)-90-30-AI(1)-BLK-UNV-MD-1-S,22.01.2019,11,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,2,2,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.183333333,0:10:01,5.5,332.5,2,11.00,665.00,- ,Machine Shop Started,0,2,FALSE,FALSE,,,STSFF-SO(8'-300)-90-30-AI(1)-BLK-UNV-MD-1-S,STSFF,Order Flagged
77204-5,,Gagandeep,Regular,FALSE,77204,High Priority,5,1,0,665,F1A-L-4'X4',STSFF-SO(8'-300)-90-30-AL(1)-BLK-UNV-MD-1-S,22.01.2019,11,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,2,2,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.183333333,0:10:01,5.5,332.5,2,11.00,665.00,- ,Machine Shop Started,0,2,FALSE,FALSE,,,STSFF-SO(8'-300)-90-30-AL(1)-BLK-UNV-MD-1-S,STSFF,Order Flagged
77204-6,,Gagandeep,Regular,FALSE,77204,High Priority,6,1,0,3375,F2-40',STFC-NO-DSO(40'-400)-90-30-AL(1)+AT(2)+AI(4)-BLK-UNV-MD-2-CTS(72)-RC,22.01.2019,53,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,10,10,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.883333333,0:48:14,5.3,337.5,10,53.00,3375.00,- ,Machine Shop Started,0,10,FALSE,FALSE,,,STFC-NO-DSO(40'-400)-90-30-AL(1)+AT(2)+AI(4)-BLK-UNV-MD-2-CTS(72)-RC,STFC,Order Flagged
77204-7,,Gagandeep,Regular,FALSE,77204,High Priority,7,1,0,4755,F2A-56',STFC-NO-DSO(56'-400)-90-30-AL(3)+AT(2)+AI(6)-BLK-UNV-MD-2-CTS(72)-RC,22.01.2019,74,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,14,14,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,1.233333333,1:07:20,5.285714286,339.6428571,14,74.00,4755.00,- ,Machine Shop Started,0,14,FALSE,FALSE,,,STFC-NO-DSO(56'-400)-90-30-AL(3)+AT(2)+AI(6)-BLK-UNV-MD-2-CTS(72)-RC,STFC,Order Flagged
77204-8,,Gagandeep,Regular,FALSE,77204,High Priority,8,1,0,1355,F2B-8'X4',STFC-NO-DSO(16'-400)-90-30-AL(1)+AI(2)-BLK-UNV-MD-1-CTS(72)-RC,22.01.2019,21,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,4,4,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,1,Partial Order,0,FALSE,0,0.35,0:19:07,5.25,338.75,4,21.00,1355.00,- ,Machine Shop Started,0,4,FALSE,FALSE,,,STFC-NO-DSO(16'-400)-90-30-AL(1)+AI(2)-BLK-UNV-MD-1-CTS(72)-RC,STFC,Order Flagged
77204-9,,Gagandeep,Regular,FALSE,77204,High Priority,9,1,0,220,F3-2',SCWDI-500-500-90-30-SO-FL-2'-BLK-UNV-DP-1,22.01.2019,7,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,1,2,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.116666667,0:06:22,7,220,1,7.00,220.00,- ,Machine Shop Started,0,1,FALSE,FALSE,,,SCWDI-500-500-90-30-SO-FL-2'-BLK-UNV-DP-1,SCWDI,Order Flagged
77204-10,,Gagandeep,Regular,FALSE,77204,High Priority,10,5,0,2200,F3-4',SCWDI-500-500-90-30-SO-FL-4'-BLK-UNV-DP-1,22.01.2019,35,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,5,10,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.583333333,0:31:51,7,440,5,35.00,2200.00,- ,Machine Shop Started,0,5,FALSE,FALSE,,,SCWDI-500-500-90-30-SO-FL-4'-BLK-UNV-DP-1,SCWDI,Order Flagged
77204-11,,Gagandeep,Regular,FALSE,77204,High Priority,11,4,0,3520,F3-8',SCWDI-500-500-90-30-SO-FL-8'-BLK-UNV-DP-1,22.01.2019,44,Machine Shop Started,,Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,4,8,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.733333333,0:40:02,11,880,4,44.00,3520.00,- ,Machine Shop Started,0,4,FALSE,FALSE,,,SCWDI-500-500-90-30-SO-FL-8'-BLK-UNV-DP-1,SCWDI,Order Flagged
76338-1,,Jessica,Regular,FALSE,76338,Regular,1,112,0,20160,B,DIALED-22-4400-80-35-VL-W-UNV-DP-1-TB15,23.01.2019,313.6,Wiring Started,,,,,FALSE,,A - Regular,10,112,112,,,,NO,Wiring Issue,Material+lens+Housing,,1,1,Partial Order,0,FALSE,0,5.226666667,5:13:36,2.8,180,112,313.60,20160.00,- ,Wiring Started,0,112,FALSE,FALSE,,,DIALED-22-4400-80-35-VL-W-UNV-DP-1-TB15,DIALED,
76338-2,,Jessica,Regular,FALSE,76338,Regular,2,5,0,825,B1,DIALED-22-4400-80-35-VL-W-UNV-DP-1-SM,23.01.2019,14,Wiring Started,,,,,FALSE,,A - Regular,10,5,5,,,,NO,Wiring Issue,Material+lens+Housing,,0,1,Partial Order,0,FALSE,0,0.233333333,0:14:00,2.8,165,5,14.00,825.00,- ,Wiring Started,0,5,FALSE,FALSE,,,DIALED-22-4400-80-35-VL-W-UNV-DP-1-SM,DIALED,
76338-5,,Jessica,Regular,FALSE,76338,Regular,5,32,0,15328,LL-4',WBWLED-750-80-40-S-4-BLK-UNV-DP-1-BF,23.01.2019,146.56,Machine Shop Started,,,,,FALSE,,A - Regular,10,32,32,,,,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,1,1,Partial Order,0,FALSE,0,2.442666667,2:26:34,4.58,479,32,146.56,15328.00,- ,Machine Shop Started,0,32,FALSE,FALSE,,,WBWLED-750-80-40-S-4-BLK-UNV-DP-1-BF,WBWLED,
76847-5,,Philip,Regular,FALSE,76847,Regular,5,19,0,17124.31468,F4,CLKLED-400-80-30-SO-8-W-UNV-DP-1-TG9,15.01.2019,152.95,Wiring Started,,,,13.01.2019,FALSE,,A - Regular,1,19,38,Picked - Complete,,,OK,Wiring Started,,,1,#REF!,Complete,Electrical issue,FALSE,Electrical issue,2.549166667,2:19:11,8.05,901.27972,19,152.95,17124.31,- ,Wiring Started,0,19,TRUE,TRUE,,Done,CLKLED-400-80-30-SO-8-W-UNV-DP-1-TG9,CLKLED,Order Flagged
76281-1,,Rohan,Regular,FALSE,76281,Regular,1,2,0,1000,MA-PEC-8',B2SQDLED-452-90-27-SO-8-AP-UNV-DP-E(1)-CA(60)-C(W/ BLACK CORDS AND CANOPIES),18.01.2019,16.32,Machine Shop Finished,,,,,FALSE,,A - Regular,12,2,4,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,,1,#REF!,Complete,Shortage,FALSE,Shortage,0.272,0:14:51,8.16,500,2,16.32,1000.00,- ,Machine Shop Finished,0,2,TRUE,TRUE,,Done,B2SQDLED-452-90-27-SO-8-AP-UNV-DP-E(1)-CA(60)-C(W/ BLACK CORDS AND CANOPIES),B2SQDLED,Order Flagged
76281-2,,Rohan,Regular,FALSE,76281,Regular,2,2,0,1200,MA-P-10',B2SQDLED-452-90-27-SO-10-AP-UNV-DP-1-CA(60)-C(W/ BLACK CORDS AND CANOPIES),18.01.2019,18.24,Machine Shop Finished,,,,,FALSE,,A - Regular,12,2,6,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,,0,#REF!,Complete,0,FALSE,0,0.304,0:16:36,9.12,600,2,18.24,1200.00,- ,Machine Shop Finished,0,2,TRUE,TRUE,,Done,B2SQDLED-452-90-27-SO-10-AP-UNV-DP-1-CA(60)-C(W/ BLACK CORDS AND CANOPIES),B2SQDLED,Order Flagged
76281-3,,Rohan,Regular,FALSE,76281,Regular,3,2,0,2040,MA-P-17',B2SQDLED-452-90-27-SO-17-AP-UNV-DP-1-CA(60)-C(W/ BLACK CORDS AND CANOPIES),18.01.2019,32.14,Machine Shop Finished,,,,,FALSE,,A - Regular,12,4,8,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,,0,#REF!,Complete,0,FALSE,0,0.535666667,0:29:15,8.035,510,4,32.14,2040.00,- ,Machine Shop Finished,0,4,TRUE,TRUE,,Done,B2SQDLED-452-90-27-SO-17-AP-UNV-DP-1-CA(60)-C(W/ BLACK CORDS AND CANOPIES),B2SQDLED,Order Flagged
76281-4,,Rohan,Regular,FALSE,76281,Regular,4,2,0,2880,MA-P-24',B2SQDLED-452-90-27-SO-24-AP-UNV-DP-1-CA(60)-C(W/ BLACK CORDS AND CANOPIES),18.01.2019,36.68,Machine Shop Finished,,,,,FALSE,,A - Regular,12,4,12,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,,0,#REF!,Complete,0,FALSE,0,0.611333333,0:33:23,9.17,720,4,36.68,2880.00,- ,Machine Shop Finished,0,4,TRUE,TRUE,,Done,B2SQDLED-452-90-27-SO-24-AP-UNV-DP-1-CA(60)-C(W/ BLACK CORDS AND CANOPIES),B2SQDLED,Order Flagged
76281-5,,Rohan,Regular,FALSE,76281,Regular,5,2,0,3120,MA-P-26',B2SQDLED-452-90-27-SO-26-AP-UNV-DP-1-CA(60)-C(W/ BLACK CORDS AND CANOPIES),18.01.2019,45.26,Machine Shop Finished,,,,,FALSE,,A - Regular,12,6,16,,,,NO,Machine Shop Finished - Incomplete,+Cartridge,,0,#REF!,Complete,0,FALSE,0,0.754333333,0:41:11,7.543333333,520,6,45.26,3120.00,- ,Machine Shop Finished,0,6,TRUE,TRUE,,Done,B2SQDLED-452-90-27-SO-26-AP-UNV-DP-1-CA(60)-C(W/ BLACK CORDS AND CANOPIES),B2SQDLED,Order Flagged
77014-1,,Gagandeep,Regular,FALSE,77014,Regular,1,61,0,28670,LF02-4',CLKLED-500-80-30-SO-4-W-120-DP-1-TG9-FW(6),29.01.2019,272.06,Machine Shop Started,,,,,FALSE,,A - Regular,1,61,61,,,,NO,Machine Shop Started,Material+lens+Housing,,1,#REF!,Complete,0,FALSE,0,4.534333333,4:07:34,4.46,470,61,272.06,28670.00,- ,Machine Shop Started,0,61,FALSE,FALSE,,,CLKLED-500-80-30-SO-4-W-120-DP-1-TG9-FW(6),CLKLED,
77014-2,,Gagandeep,Regular,FALSE,77014,Regular,2,12,0,8580,LF02-4' EM,CLKLED-500-80-30-SO-4-W-120-DP-1-TG9-B1(BSL310LP)-FW(6),29.01.2019,100.8,Machine Shop Started,,,,,FALSE,,A - Regular,1,12,12,,,,NO,Machine Shop Started,Material+lens+Housing,,0,#REF!,Complete,0,FALSE,0,1.68,1:31:44,8.4,715,12,100.80,8580.00,- ,Machine Shop Started,0,12,FALSE,FALSE,,,CLKLED-500-80-30-SO-4-W-120-DP-1-TG9-B1(BSL310LP)-FW(6),CLKLED,
77014-3,,Gagandeep,Regular,FALSE,77014,Regular,3,36,0,16560,LF02-4'(NON WHIP),CLKLED-500-80-30-SO-4-W-120-DP-1-TG9,29.01.2019,159.1,Machine Shop Started,,,,,FALSE,,A - Regular,1,36,37,,,,NO,Machine Shop Started,Material+lens+Housing,,0,#REF!,Complete,0,FALSE,0,2.651666667,2:24:47,4.419444444,460,36,159.10,16560.00,- ,Machine Shop Started,0,36,FALSE,FALSE,,,CLKLED-500-80-30-SO-4-W-120-DP-1-TG9,CLKLED,
78103-1,,Rohan,Regular,FALSE,78103,Regular,1,1,0,1330,L203-14'/ 46-106,BBPRLED-500-80-30-RG3-14'-W-UNV-DP-1-TG9,16.01.2019,10.1,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,2,4,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,1,#REF!,Complete,Others,FALSE,Others,0.168333333,0:09:11,5.05,665,2,10.10,1330.00,- ,Wiring Started,0,2,TRUE,TRUE,,Done,BBPRLED-500-80-30-RG3-14'-W-UNV-DP-1-TG9,BBPRLED,Order Flagged
78103-2,,Rohan,Regular,FALSE,78103,Regular,2,1,0,1805,"L203-18'5 3/4""/ 46-241","BBPRLED-500-80-30-RG3-18'5 3/4""-W-UNV-DP-1-TG9",16.01.2019,12.1,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,2,5,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,0,FALSE,0,0.201666667,0:11:01,6.05,902.5,2,12.10,1805.00,- ,Wiring Started,0,2,TRUE,TRUE,,Done,"BBPRLED-500-80-30-RG3-18'5 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-3,,Rohan,Regular,FALSE,78103,Regular,3,1,0,855,"L203-9' 3/4""/ 46-233","BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,Others,FALSE,Others,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,0,1,TRUE,TRUE,,Done,"BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-4,,Rohan,Regular,FALSE,78103,Regular,4,1,0,855,"L203-9' 3/4""/ 46-235","BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,0,FALSE,0,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,0,1,TRUE,TRUE,,Done,"BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-5,,Rohan,Regular,FALSE,78103,Regular,5,1,0,855,"L203-9' 3/4""/ 46-236","BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,Others,FALSE,Others,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,0,1,TRUE,TRUE,,Done,"BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-6,,Rohan,Regular,FALSE,78103,Regular,6,1,0,855,"L203-9' 3/4""/ 46-237","BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,0,FALSE,0,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,0,1,TRUE,TRUE,,Done,"BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-7,,Rohan,Regular,FALSE,78103,Regular,7,1,0,855,"L203-9' 3/4""/ 46-238","BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,Others,FALSE,Others,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,0,1,TRUE,TRUE,,Done,"BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-8,,Rohan,Regular,FALSE,78103,Regular,8,1,0,855,"L203-9' 3/4""/ 46-239","BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,0,FALSE,0,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,0,1,TRUE,TRUE,,Done,"BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-9,,Rohan,Regular,FALSE,78103,Regular,9,1,0,855,"L203-9' 3/4""/ 46-240","BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,Others,FALSE,Others,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,0,1,TRUE,TRUE,,Done,"BBPRLED-500-80-30-RG3-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-10,,Rohan,Regular,FALSE,78103,Regular,10,1,0,855,"L203-9' 3/4""/ 46-145","BBPRLED-500-80-30-FL-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,0,FALSE,0,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-500-80-30-FL-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-11,,Rohan,Regular,FALSE,78103,Regular,11,1,0,855,"L203-9' 3/4""/ 46-146","BBPRLED-500-80-30-FL-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,Others,FALSE,Others,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-500-80-30-FL-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
78103-12,,Rohan,Regular,FALSE,78103,Regular,12,1,0,855,"L203-9' 3/4""/ 46-147","BBPRLED-500-80-30-FL-9' 3/4""-W-UNV-DP-1-TG9",16.01.2019,7,Wiring Started,,Picked - Complete,,13.01.2019,FALSE,,A - Regular,4,1,3,Picked - Complete,Picked - Complete,,OK,Wiring Started,,,0,#REF!,Complete,Others,FALSE,Others,0.116666667,0:06:22,7,855,1,7.00,855.00,- ,Wiring Started,1,0,TRUE,TRUE,,Done,"BBPRLED-500-80-30-FL-9' 3/4""-W-UNV-DP-1-TG9",BBPRLED,Order Flagged
72675-3,,Rajithan,Regular,FALSE,72675,Regular,3,1,0,9340,"PL2-14'10 1/2""X13'10 1/4""",SCDIPAT-REC-90(4)-500-500-90-27-NO-FL-58'-EX-W-UNV-DP-1-CA(36),22.01.2019,140,Machine Shop Started,,Picked - Complete,13.01.2019,,TRUE,,A - Regular,7,10,24,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,+lens+Cartridge+Housing,,1,1,Partial Order,Wrong info. In SD,TRUE,,2.333333333,2:07:24,14,934,10,140.00,9340.00,- ,Machine Shop Started,0,10,TRUE,FALSE,ToDo,,SCDIPAT-REC-90(4)-500-500-90-27-NO-FL-58'-EX-W-UNV-DP-1-CA(36),SCDIPAT,
