Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
76080-34,,stanb,Regular,FALSE,76080,Regular,34,4,0,3456,D2-6-12,BMRLED-500-80-40-FL-12-W-UNV-DP-1-TG9,04.03.2019,34.68,Machine Shop Started,"DO NOT SHIP BEFORE MARCH 1ST, 2019",Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,4,12,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.578,0:31:34,8.67,864,4,34.68,3456.00,- ,Machine Shop Started,0,4,TRUE,FALSE,,,BMRLED-500-80-40-FL-12-W-UNV-DP-1-TG9,BMRLED,
76080-35,,stanb,Regular,FALSE,76080,Regular,35,3,0,4320,D2-6-20,BMRLED-500-80-40-FL-20-W-UNV-DP-1-TG9,04.03.2019,46.8,Machine Shop Started,"DO NOT SHIP BEFORE MARCH 1ST, 2019",Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,6,15,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.78,0:42:35,7.8,720,6,46.80,4320.00,- ,Machine Shop Started,0,6,TRUE,FALSE,,,BMRLED-500-80-40-FL-20-W-UNV-DP-1-TG9,BMRLED,
76080-36,,stanb,Regular,FALSE,76080,Regular,36,20,0,8640,D2-6-6-TG9,BMRLED-750-80-40-FL-6-W-UNV-DP-1-TG9,04.03.2019,121.8,Machine Shop Started,"DO NOT SHIP BEFORE MARCH 1ST, 2019",Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,20,40,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,2.03,1:50:50,6.09,432,20,121.80,8640.00,- ,Machine Shop Started,0,20,TRUE,FALSE,,,BMRLED-750-80-40-FL-6-W-UNV-DP-1-TG9,BMRLED,
76080-37,,stanb,Regular,FALSE,76080,Regular,37,6,0,2592,D2-6-6-DF,BMRLED-750-80-40-FL-6-W-UNV-DP-1-DF,04.03.2019,36.54,Machine Shop Started,"DO NOT SHIP BEFORE MARCH 1ST, 2019",Picked - Complete,14.01.2019,,FALSE,,A - Regular,7,6,12,,,Picked - Complete,NO,Machine Shop Started,Material+lens+Cartridge+Housing,,0,#REF!,Complete,0,FALSE,0,0.609,0:33:15,6.09,432,6,36.54,2592.00,- ,Machine Shop Started,0,6,TRUE,FALSE,,,BMRLED-750-80-40-FL-6-W-UNV-DP-1-DF,BMRLED,
68871-1,,Joshua,Regular,FALSE,68871,Regular,1,5,0,1200,F6-4',BBRLED-875-80-35-FL-4-W-UNV-DP-1-TB15,21.01.2019,12.05,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,5,5,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,1,#REF!,Complete,0,FALSE,0,0.200833333,0:10:58,2.41,240,5,12.05,1200.00,17.01.2019,Wiring Started,0,5,TRUE,TRUE,,Done,BBRLED-875-80-35-FL-4-W-UNV-DP-1-TB15,BBRLED,Order Flagged
68871-2,,Joshua,Regular,FALSE,68871,Regular,2,49,0,17640,F6-6',BBRLED-875-80-35-FL-6-W-UNV-DP-1-TB15,21.01.2019,226.87,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,49,98,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,3.781166667,3:26:27,4.63,360,49,226.87,17640.00,17.01.2019,Wiring Started,0,49,TRUE,TRUE,,Done,BBRLED-875-80-35-FL-6-W-UNV-DP-1-TB15,BBRLED,Order Flagged
68871-3,,Joshua,Regular,FALSE,68871,Regular,3,52,0,24960,F6-8',BBRLED-875-80-35-FL-8-W-UNV-DP-1-TB15,21.01.2019,240.76,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,52,104,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,4.012666667,3:39:05,4.63,480,52,240.76,24960.00,17.01.2019,Wiring Started,0,52,TRUE,TRUE,,Done,BBRLED-875-80-35-FL-8-W-UNV-DP-1-TB15,BBRLED,Order Flagged
68871-4,,Joshua,Regular,FALSE,68871,Regular,4,15,0,3600,F6G-4',BBRLED-875-80-35-FL-4-W-UNV-DP-1-DS,21.01.2019,74.7,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,15,15,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,1.245,1:07:59,4.98,240,15,74.70,3600.00,17.01.2019,Wiring Started,0,15,TRUE,TRUE,,Done,BBRLED-875-80-35-FL-4-W-UNV-DP-1-DS,BBRLED,Order Flagged
68871-5,,Joshua,Regular,FALSE,68871,Regular,5,2,0,960,F6G-8',BBRLED-875-80-35-FL-8-W-UNV-DP-1-DS,21.01.2019,16.54,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,2,4,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,0.275666667,0:15:03,8.27,480,2,16.54,960.00,17.01.2019,Wiring Started,0,2,TRUE,TRUE,,Done,BBRLED-875-80-35-FL-8-W-UNV-DP-1-DS,BBRLED,Order Flagged
68871-6,,Joshua,Regular,FALSE,68871,Regular,6,27,0,10530,F6GW,BBRLED-875-80-35-FL-4-W-UNV-DP-1-DS-DOS(1),21.01.2019,170.91,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,27,27,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,Others,FALSE,Others,2.8485,2:35:32,6.33,390,27,170.91,10530.00,17.01.2019,Wiring Started,0,27,TRUE,TRUE,,Done,BBRLED-875-80-35-FL-4-W-UNV-DP-1-DS-DOS(1),BBRLED,Order Flagged
68871-7,,Joshua,Regular,FALSE,68871,Regular,7,1,0,360,F6GA-6',BBRLED-875-80-35-FL-6-W-UNV-DP-1-D,21.01.2019,4.63,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,1,2,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,0.077166667,0:04:13,4.63,360,1,4.63,360.00,17.01.2019,Wiring Started,0,1,TRUE,TRUE,,Done,BBRLED-875-80-35-FL-6-W-UNV-DP-1-D,BBRLED,Order Flagged
68871-8,,Joshua,Regular,FALSE,68871,Regular,8,7,0,3360,F6GA-8',BBRLED-875-80-35-FL-8-W-UNV-DP-1-D,21.01.2019,32.41,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,7,14,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,0.540166667,0:29:30,4.63,480,7,32.41,3360.00,17.01.2019,Wiring Started,0,7,TRUE,TRUE,,Done,BBRLED-875-80-35-FL-8-W-UNV-DP-1-D,BBRLED,Order Flagged
68871-9,,Joshua,Regular,FALSE,68871,Regular,9,8,0,2880,F6S,BBSLED-875-80-35-SO-6-W-UNV-DP-1-S,21.01.2019,57.04,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,8,16,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,0.950666667,0:51:54,7.13,360,8,57.04,2880.00,17.01.2019,Wiring Started,0,8,TRUE,TRUE,,Done,BBSLED-875-80-35-SO-6-W-UNV-DP-1-S,BBSLED,Order Flagged
68871-10,,Joshua,Regular,FALSE,68871,Regular,10,9,0,4644,F7-6',BBDLED-875-80-35-SO-6-W-UNV-DP-1-CA(48)-DOS(1),21.01.2019,94.05,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,9,18,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,Others,FALSE,Others,1.5675,1:25:35,10.45,516,9,94.05,4644.00,17.01.2019,Wiring Started,0,9,TRUE,TRUE,,Done,BBDLED-875-80-35-SO-6-W-UNV-DP-1-CA(48)-DOS(1),BBDLED,Order Flagged
68871-11,,Joshua,Regular,FALSE,68871,Regular,11,16,0,10176,F7-8',BBDLED-875-80-35-SO-8-W-UNV-DP-1-CA(48)-DOS(1),21.01.2019,167.2,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,16,32,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,Others,FALSE,Others,2.786666667,2:32:09,10.45,636,16,167.20,10176.00,17.01.2019,Wiring Started,0,16,TRUE,TRUE,,Done,BBDLED-875-80-35-SO-8-W-UNV-DP-1-CA(48)-DOS(1),BBDLED,Order Flagged
68871-12,,Joshua,Regular,FALSE,68871,Regular,12,2,0,1272,F8-6',BBDILED-875-400-80-35-SO-6-W-UNV-DP-1-CA(48),21.01.2019,23.46,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,2,4,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,0.391,0:21:21,11.73,636,2,23.46,1272.00,17.01.2019,Wiring Started,0,2,TRUE,TRUE,,Done,BBDILED-875-400-80-35-SO-6-W-UNV-DP-1-CA(48),BBDILED,Order Flagged
68871-13,,Joshua,Regular,FALSE,68871,Regular,13,35,0,29610,F8-8',BBDILED-875-400-80-35-SO-8-W-UNV-DP-1-CA(48),21.01.2019,410.55,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,35,140,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,6.8425,6:13:36,11.73,846,35,410.55,29610.00,17.01.2019,Wiring Started,0,35,TRUE,TRUE,,Done,BBDILED-875-400-80-35-SO-8-W-UNV-DP-1-CA(48),BBDILED,Order Flagged
68871-14,,Joshua,Regular,FALSE,68871,Regular,14,7,0,4452,F8A-6',BBDILED-875-400-80-35-SO-6-W-UNV-DP-1-CA(48),21.01.2019,82.11,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,7,14,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,1.3685,1:14:43,11.73,636,7,82.11,4452.00,17.01.2019,Wiring Started,0,7,TRUE,TRUE,,Done,BBDILED-875-400-80-35-SO-6-W-UNV-DP-1-CA(48),BBDILED,Order Flagged
68871-15,,Joshua,Regular,FALSE,68871,Regular,15,10,0,8460,F8A-10',BBDILED-875-400-80-35-SO-8-W-UNV-DP-1-CA(48),21.01.2019,117.3,Wiring Started,,Picked - Complete,14.01.2019,15.01.2019,FALSE,,A - Regular,4,10,40,Picked - Complete,Picked - Complete,Picked - Complete,OK,Wiring Started,,17.01.2019,0,#REF!,Complete,0,FALSE,0,1.955,1:46:45,11.73,846,10,117.30,8460.00,17.01.2019,Wiring Started,0,10,TRUE,TRUE,,Done,BBDILED-875-400-80-35-SO-8-W-UNV-DP-1-CA(48),BBDILED,Order Flagged
